release_date,title,runtime,tagline,vote_average,vote_count,director
20-05-1995,To Die For,106.0,All she wanted was a little attention.,6.7,175,Gus Van Sant
27-07-2016,Nerve,96.0,Are you a watcher or a player?,7.1,2181,Henry Joost
12-09-2008,Appaloosa,115.0,Feelings get you killed.,6.3,299,Ed Harris
15-04-1998,Vampires,108.0,From the Master of Evil. Comes a New Breed of Terror,5.8,255,John Carpenter
16-06-1960,Psycho,109.0,The master of suspense moves his cameras into the icy blackness of the unexplored!,8.2,2320,Alfred Hitchcock
19-09-2008,My Best Friend's Girl,101.0,It's funny what love can make you do...,5.4,220,Howard Deutch
12-02-2014,Endless Love,103.0,Say Goodbye to Innocence,6.7,542,Shana Feste
11-05-2007,Georgia Rule,113.0,"In this family, attitude doesn't skip a generation.",5.6,130,Garry Marshall
31-07-1981,Under the Rainbow,98.0,Who knew so many little people would throw such a huge party?,4.9,7,Steve Rash
27-03-1985,Ladyhawke,121.0,No force in Heaven will release them. No power on Earth can save them.,6.8,260,Richard Donner
11-09-1998,Simon Birch,114.0,Destiny has big plans for little Simon Birch.,6.5,52,Mark Steven Johnson
23-03-2007,Reign Over Me,124.0,Let in the unexpected.,7.1,334,Mike Binder
11-09-2007,Into the Wild,148.0,Into the heart. Into the soul.,7.8,3045,Sean Penn
29-09-2006,School for Scoundrels,100.0,Life's A Game. Learn How To Play.,5.6,111,Todd Phillips
10-10-2012,Silent Hill: Revelation 3D,94.0,This Halloween prepare for a 3D ride through hell.,5.0,432,Michael J. Bassett
19-01-1996,From Dusk Till Dawn,108.0,One night is all that stands between them and freedom. But it's going to be a hell of a night.,6.9,1603,Robert Rodriguez
11-02-2005,Pooh's Heffalump Movie,68.0,There's something new in the Hundred Acre Wood.,6.4,88,Frank Nissen
02-11-1995,Home for the Holidays,103.0,We'll do it every year..until we get it right,6.3,39,Jodie Foster
10-02-2004,Kung Fu Hustle,99.0,So many gangsters...so little time.,7.2,831,Stephen Chow
26-07-2002,The Country Bears,88.0,It's A Bear Getting The Family Together!,4.3,20,Peter Hastings
14-10-2007,The Kite Runner,128.0,There is a way to be good again.,7.3,394,Marc Forster
06-09-2003,21 Grams,124.0,How much does life weigh?,7.2,918,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
03-09-2004,Paparazzi,84.0,One good shot deserves another.,5.8,52,Paul Abascal
17-01-2003,A Guy Thing,101.0,Boy meets girl. Boy meets girl's cousin.,5.3,83,Chris Koch
21-07-2000,Loser,98.0,Dare to be different.,5.0,120,Amy Heckerling
06-09-2009,Capitalism: A Love Story,120.0,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",7.0,167,Michael Moore
15-02-1965,The Greatest Story Ever Told,199.0,,6.5,41,George Stevens
14-10-2015,Secret in Their Eyes,111.0,The truth lies in the most unexpected places.,6.2,336,Billy Ray
29-08-2008,Disaster Movie,87.0,Your favorite movies are going to be destroyed.,3.0,240,Jason Friedberg
04-12-2009,Armored,88.0,Who will be the last man standing?,5.5,208,Nimr\u00f3d Antal
14-11-1997,The Man Who Knew Too Little,97.0,"He’s on a mission so secret, even he doesn’t know about it.",6.5,125,Jon Amiel
30-09-2011,What's Your Number?,106.0,Ally's looking for the best ex of her life.,6.2,671,Mark Mylod
12-04-2012,Lockout,95.0,Take no prisoners.,5.8,715,Stephen St. Leger
30-04-2004,Envy,99.0,"Success didn’t go to his head, it went to his neighbor.",4.8,139,Barry Levinson
16-04-2009,Crank: High Voltage,96.0,"Stay Charged, Stay Alive!",5.9,861,Brian Taylor
14-10-1994,Bullets Over Broadway,98.0,,7.0,130,Woody Allen
13-10-2006,One Night with the King,123.0,Feel The Touch Of Destiny,6.1,12,Michael O. Sajbel
22-11-2002,The Quiet American,101.0,,6.4,81,Phillip Noyce
20-10-2005,The Weather Man,101.0,Dave Spritz is about to take his best shot . . . at life,6.0,289,Gore Verbinski
23-08-2002,Undisputed,96.0,Two Enemies ... The Mob ... The Ultimate Showdown.,6.1,139,Walter Hill
19-09-2008,Ghost Town,102.0,He sees dead people... and they annoy him.,6.4,286,David Koepp
19-03-2009,12 Rounds,108.0,Survive all 12,5.7,220,Renny Harlin
01-10-2010,Let Me In,116.0,Innocence dies. Abby doesn't.,6.7,641,Matt Reeves
06-05-1994,3 Ninjas Kick Back,93.0,"Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",4.5,48,Charles T. Kanganis
20-01-2008,Be Kind Rewind,102.0,"You name it, we shoot it.",6.2,424,Michel Gondry
09-09-2005,Mrs Henderson Presents,103.0,,6.4,62,Stephen Frears
19-02-2016,Triple 9,115.0,The Code on the Street is Never Black & White,5.6,797,John Hillcoat
26-08-1997,Deconstructing Harry,96.0,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,7.3,187,Woody Allen
22-10-1999,Three to Tango,98.0,All's fair in the war of love.,5.4,62,Damon Santostefano
02-10-2015,Burnt,100.0,Never underestimate a man with everything to lose.,6.3,950,John Wells
15-12-1989,We're No Angels,106.0,Escaped convicts disguised as priests. It'll take a miracle to get away with this one.,5.6,105,Neil Jordan
06-12-1996,Everyone Says I Love You,101.0,,6.5,147,Woody Allen
31-08-2007,Death Sentence,105.0,Protect what's yours.,6.5,297,James Wan
04-12-2009,Everybody's Fine,99.0,Frank's travelling light but carrying excess baggage.,6.5,284,Kirk Jones
27-08-2004,Superbabies: Baby Geniuses 2,88.0,Meet the new generation of superheroes.,1.9,35,Bob Clark
08-09-2005,The Man,83.0,One guy walks the walk. The other talks and talks.,5.4,133,Les Mayfield
05-01-2007,Code Name: The Cleaner,84.0,,4.7,78,Les Mayfield
16-04-2004,Connie and Carla,98.0,"When you follow your dream, there's no telling what you'll become.",6.4,24,Michael Lembeck
01-01-1969,Sweet Charity,149.0,Love is what it's all about!,6.5,15,Bob Fosse
25-12-2014,Inherent Vice,148.0,"Under the paving stones, the beach!",6.5,833,Paul Thomas Anderson
24-02-2006,Doogal,85.0,Things are about to get hairy.,3.2,18,Frank Passingham
21-09-2013,Battle of the Year,110.0,The World is watching,5.9,88,Benson Lee
03-10-2008,An American Carol,83.0,Laugh like you're country depends on it.,4.1,20,David Zucker
12-09-2013,Machete Kills,107.0,Trained to kill. Left for dead. Back for more.,5.3,631,Robert Rodriguez
14-03-2003,Willard,100.0,"When the cat's away, the rats will play.",5.8,82,Glen Morgan
01-02-2008,Strange Wilderness,87.0,This ain't March of the Penguins.,4.7,69,Fred Wolf
03-09-1999,Topsy-Turvy,160.0,Gilbert & Sullivan & So Much More,6.7,41,Mike Leigh
23-04-2015,Little Boy,106.0,Believe the impossible.,7.0,185,Alejandro Monteverde
30-09-2011,A Dangerous Method,99.0,Why deny what you desire the most.,6.2,571,David Cronenberg
25-05-2006,A Scanner Darkly,100.0,Everything Is Not Going To Be OK,6.8,532,Richard Linklater
25-10-2012,Chasing Mavericks,117.0,Legends Start Somewhere,7.0,216,Curtis Hanson
28-01-2005,Alone in the Dark,96.0,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,3.1,173,Uwe Boll
06-08-2009,Bandslam,111.0,Band Together,5.4,126,Todd Graff
08-09-2004,Birth,100.0,Be careful what you wish for.,5.9,179,Jonathan Glazer
30-12-2014,A Most Violent Year,125.0,The result is never in question. Just the path you take to get there.,6.5,546,J.C. Chandor
17-10-2008,Passchendaele,114.0,,6.3,26,Paul Gross
07-09-2008,Flash of Genius,119.0,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",6.3,59,Marc Abraham
01-10-2007,I'm Not There.,135.0,All I Can Do Is Be Me Whoever That Is,6.6,195,Todd Haynes
04-04-2012,The Cold Light of Day,93.0,Be careful who you trust.,4.8,271,Mabrouk El Mechri
09-09-2008,The Brothers Bloom,114.0,They'd never let the truth come between them.,6.8,203,Rian Johnson
24-10-2008,"Synecdoche, New York",124.0,,7.4,278,Charlie Kaufman
12-07-1997,Princess Mononoke,134.0,The Fate Of The World Rests On The Courage Of One Warrior.,8.2,1983,Hayao Miyazaki
16-04-2003,Bon voyage,114.0,,5.7,20,Jean-Paul Rappeneau
20-06-1980,Can't Stop the Music,124.0,The Musical Comedy Smash of the 80's!,4.9,9,Nancy Walker
06-10-2005,The Proposition,104.0,This land will be civilized.,7.1,218,John Hillcoat
13-11-2015,My All American,118.0,Hope never quits,6.8,36,Angelo Pizzo
22-08-2003,Marci X,84.0,Uptown Gets Down.,3.3,12,Richard Benjamin
06-12-2002,Equilibrium,107.0,"In a future where freedom is outlawed, outlaws will become heroes.",6.9,1552,Kurt Wimmer
03-07-2008,The Children of Huang Shi,125.0,"War made them orphans, one man made them legends",6.5,52,Roger Spottiswoode
27-04-2000,The Yards,115.0,He's the target of the most merciless family in New York. His own.,6.0,97,James Gray
29-08-2012,The Oogieloves in the Big Balloon Adventure,88.0,,2.2,8,Matthew Diamond
12-11-2015,By the Sea,122.0,,5.4,156,Angelina Jolie
17-07-2004,Steamboy,126.0,He will save the future.,6.4,102,Katsuhiro \u014ctomo
01-01-2005,The Game of Their Lives,101.0,,5.8,14,David Anspaugh
03-12-2010,All Good Things,101.0,The perfect love story. Until it became the perfect crime.,5.9,286,Andrew Jarecki
09-09-1994,Rapa Nui,107.0,,6.2,33,Kevin Reynolds
30-01-2008,CJ7,86.0,It's out of this world.,6.1,107,Stephen Chow
11-02-1998,The Visitors II: The Corridors of Time,118.0,They come back!,5.8,221,Jean-Marie Poir\u00e9
16-03-2011,Dylan Dog: Dead of Night,107.0,No pulse? No problem,4.5,139,Kevin Munroe
21-11-2002,People I Know,100.0,,5.5,48,Daniel Algrant
10-12-2010,The Tempest,110.0,,6.0,31,Julie Taymor
01-10-2015,Regression,106.0,Fear always finds its victim,5.3,585,Alejandro Amen\u00e1bar
03-04-2008,Three Kingdoms: Resurrection of the Dragon,102.0,,6.6,35,Daniel Lee
27-07-2007,Butterfly on a Wheel,95.0,Lives will be broken,6.3,130,Mike Barker
05-06-2012,Zambezia,83.0,Airborne to be wild.,5.3,68,Wayne Thornley
11-07-2014,Ramanujan,170.0,,5.0,3,Gnana Rajasekaran
24-01-2014,Dwegons,98.0,,0.5,1,Tom Walsh
26-08-2016,Hands of Stone,105.0,No más. No surrender.,6.1,109,Jonathan Jakubowicz
21-05-2015,Survivor,96.0,His Next Target is Now Hunting Him,5.4,404,James McTeigue
18-07-2013,The Frozen Ground,105.0,The hunter becomes the hunted,6.1,465,Scott Walker
09-12-2006,The Painted Veil,125.0,Sometimes the greatest journey is the distance between two people.,7.1,312,John Curran
24-09-2008,The Baader Meinhof Complex,150.0,,7.1,157,Uli Edel
09-11-1990,Dances with Wolves,181.0,Inside everyone is a frontier waiting to be discovered.,7.6,1046,Kevin Costner
16-05-2011,Bad Teacher,92.0,She doesn't give an F.,5.4,1584,Jake Kasdan
15-09-1989,Sea of Love,113.0,Deception is dangerous. Desire is deadly.,6.7,141,Harold Becker
10-07-2004,A Cinderella Story,95.0,Once upon a time... can happen any time.,6.1,713,Mark Rosman
20-12-1996,Scream,111.0,Someone has taken their love of scary movies one step too far.,7.0,1476,Wes Craven
26-10-2001,Thir13en Ghosts,91.0,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",5.4,440,Steve Beck
22-05-1980,The Shining,144.0,A masterpiece of modern horror.,8.1,3757,Stanley Kubrick
03-07-1985,Back to the Future,116.0,He's the only kid ever to get into trouble before he was born.,8.0,6079,Robert Zemeckis
29-10-1999,House on Haunted Hill,93.0,Evil loves to party.,5.5,209,William Malone
11-09-2009,I Can Do Bad All By Myself,113.0,,6.0,40,Tyler Perry
22-07-2016,Fight Valley,90.0,One way in. No way out.,3.9,8,Rob Hawk
11-05-2010,The Switch,101.0,The most unexpected comedy ever conceived.,5.9,583,Josh Gordon
09-01-2003,Just Married,95.0,Welcome to the honeymoon from hell.,5.3,404,Shawn Levy
11-02-2011,The Devil's Double,109.0,"The 80's were brilliant, if you were in charge.",6.5,208,Lee Tamahori
26-07-2000,Thomas and the Magic Railroad,85.0,Little Engines CAN Do Big Things...,4.6,8,Britt Allcroft
26-02-2010,The Crazies,101.0,Fear Thy Neighbor,6.2,633,Breck Eisner
20-07-2001,Spirited Away,125.0,The tunnel led Chihiro to a mysterious town...,8.3,3840,Hayao Miyazaki
12-12-2013,Firestorm,110.0,,5.9,43,Alan Yuen
04-05-1984,The Bounty,132.0,"After 200 years, the truth behind the legend.",6.5,108,Roger Donaldson
08-11-2013,The Book Thief,131.0,Courage beyond words.,7.4,1486,Brian Percival
16-10-2008,Sex Drive,109.0,He's leaving virgin territory,6.0,342,Sean Anders
08-01-2010,Leap Year,100.0,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,6.4,465,Anand Tucker
24-03-1964,The Fall of the Roman Empire,188.0,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,6.0,33,Anthony Mann
04-03-2011,Take Me Home Tonight,97.0,Best. Night. Ever.,6.2,208,Michael Dowse
28-09-2012,Won't Back Down,121.0,If you can't beat the system... change it,5.8,40,Daniel Barnz
24-11-1993,The Nutcracker,93.0,The joy of the New York City Ballet in an exciting family holiday motion picture.,5.6,5,Emile Ardolino
16-08-1996,Kansas City,116.0,"Kansas City, 1934. Anything could happen here. One night it did.",6.1,12,Robert Altman
29-07-2016,Indignation,110.0,Based on the novel by Philip Roth.,6.8,69,James Schamus
15-04-2005,The Amityville Horror,90.0,What happened over the next 28 days has never been explained.,6.0,588,Andrew Douglas
06-12-2002,Adaptation.,114.0,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",7.3,638,Spike Jonze
24-06-2005,Land of the Dead,93.0,The dead shall inherit the Earth.,6.0,381,George A. Romero
10-03-2013,Out of Inferno,107.0,,5.8,11,Danny Pang
22-05-1998,Fear and Loathing in Las Vegas,118.0,"Buy the ticket, take the ride.",7.2,1301,Terry Gilliam
13-09-2009,The Invention of Lying,100.0,In a world where everyone can only tell the truth... This guy can lie.,6.0,518,Ricky Gervais
08-05-2014,Neighbors,96.0,Family vs. Frat,6.2,2713,Nicholas Stoller
29-07-1994,The Mask,101.0,From zero to hero.,6.6,2472,Chuck Russell
03-06-1988,Big,104.0,You're Only Young Once But For Josh It Might Just Last A Lifetime.,6.9,993,Penny Marshall
01-11-2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82.0,"Come to Kazakhstan, it's nice!",6.5,1579,Larry Charles
13-07-2001,Legally Blonde,96.0,Don't judge a book by its hair color!,6.1,882,Robert Luketic
31-05-1984,Star Trek III: The Search for Spock,105.0,A dying planet. A fight for life.,6.4,434,Leonard Nimoy
09-09-2005,The Exorcism of Emily Rose,122.0,What happened to Emily?,6.3,659,Scott Derrickson
10-12-1999,Deuce Bigalow: Male Gigolo,88.0,He charges $10 but he’s willing to negotiate.,5.5,308,Mike Mitchell
03-10-2014,Left Behind,110.0,The End Begins,3.7,392,Vic Armstrong
14-12-2005,The Family Stone,103.0,Feel The Love,6.2,249,Thomas Bezucha
20-01-2004,Barbershop 2:  Back in Business,106.0,Let your hair down,5.6,74,Kevin Rodney Sullivan
26-11-2003,Bad Santa,91.0,He doesn't care if you're naughty or nice.,6.5,656,Terry Zwigoff
02-05-1997,Austin Powers: International Man of Mystery,94.0,"If he were any cooler, he'd still be frozen, baby!",6.5,1013,Jay Roach
23-03-2016,My Big Fat Greek Wedding 2,94.0,People change. Greeks don't.,5.5,322,Kirk Jones
25-03-2011,Diary of a Wimpy Kid: Rodrick Rules,99.0,Welcome to the next grade,6.3,238,David Bowers
11-06-1987,Predator,107.0,"If it bleeds, we can kill it...",7.3,2093,John McTiernan
26-10-1984,Amadeus,160.0,...Everything you've heard is true,7.8,1076,Milo\u0161 Forman
10-04-2008,Prom Night,88.0,A Night To Die For.,4.8,167,Nelson McCormick
30-04-2004,Mean Girls,97.0,Welcome to girl world.,6.9,2320,Mark Waters
30-04-2003,Under the Tuscan Sun,113.0,Life offers you a thousand chances ... all you have to do is take one.,6.4,172,Audrey Wells
07-11-2001,Gosford Park,137.0,Tea at four. Dinner at eight. Murder at midnight.,6.8,246,Robert Altman
05-10-1986,Peggy Sue Got Married,103.0,"Knowing what you know now, what would you do differently?",5.9,136,Francis Ford Coppola
27-08-2014,Birdman,119.0,or (The Unexpected Virtue of Ignorance),7.4,4535,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
25-07-2013,Blue Jasmine,98.0,Blue Moon. I used to know the words. Now they're all a jumble.,7.0,1098,Woody Allen
28-04-2006,United 93,111.0,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",6.9,367,Paul Greengrass
24-11-2003,Honey,94.0,Her dream. Her terms,6.0,303,Bille Woodruff
24-05-1996,Spy Hard,81.0,All the action. All the women. Half the intelligence.,4.9,147,Rick Friedberg
08-02-1980,The Fog,89.0,Lock your doors. Bolt your windows. There's something in THE FOG!,6.4,311,John Carpenter
08-04-2011,Soul Surfer,106.0,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.9,342,Sean McNamara
24-06-1970,Catch-22,121.0,,6.7,72,Mike Nichols
10-04-2009,Observe and Report,86.0,"Right now, the world needs a hero.",5.6,225,Jody Hill
29-06-1984,Conan the Destroyer,103.0,The most powerful legend of all is back in a new adventure.,5.8,383,Richard Fleischer
14-11-1980,Raging Bull,129.0,,7.7,938,Martin Scorsese
18-09-2009,Love Happens,109.0,Sometimes when you least expect it...,5.6,180,Brandon Camp
04-12-1985,Young Sherlock Holmes,109.0,"Before a lifetime of adventure, they lived the adventure of a lifetime.",6.7,167,Barry Levinson
01-01-2009,Fame,107.0,,5.5,135,Kevin Tancharoen
05-11-2010,127 Hours,94.0,There is no force more powerful than the will to live.,7.0,2606,Danny Boyle
19-05-2000,Small Time Crooks,94.0,They took a bite out of crime,6.4,155,Woody Allen
12-05-2000,Center Stage,115.0,Life doesn't hold tryouts.,6.8,90,Nicholas Hytner
12-11-2015,Love the Coopers,107.0,"Christmas means comfort, joy and chaos.",5.4,167,Jessie Nelson
06-02-2004,Catch That Kid,92.0,They're on a mission without permission.,4.9,76,Bart Freundlich
25-10-2001,Life as a House,125.0,"Seen from a distance, it's perfect.",7.2,120,Irwin Winkler
09-10-2015,Steve Jobs,122.0,Can a great man be a good man?,6.8,1573,Danny Boyle
10-07-2009,"I Love You, Beth Cooper",102.0,Popularity is nice. Popular girls are not.,5.1,197,Chris Columbus
11-09-2009,Youth in Revolt,87.0,"Every ""Revolution"" Needs A Leader",5.9,319,Miguel Arteta
20-08-1981,The Legend of the Lone Ranger,98.0,"The untold story of the man behind the mask, and the legend behind the man.",3.7,14,William A. Fraker
